@relation robots

@attribute distanciaInimigo numeric
@attribute velocidadeLateral numeric
@attribute potenciaBala {0.5,3.0}
@attribute anguloArmaAtual numeric
@attribute anguloAbsolutoInimigo numeric
@attribute anguloArmaPreditor numeric
@attribute acertou {SIM,NAO}

@data
550.0,-5.78,3.0,4.47,4.72,-0.01,NAO
700.0,1.12,3.0,4.78,4.75,0.02,NAO
500.0,0.5,3.0,3.68,3.67,0.01,NAO
300.0,3.89,3.0,3.83,3.65,-0.0,NAO
150.0,6.5,3.0,3.89,3.66,0.07,NAO
400.0,-0.02,3.0,3.94,3.92,-0.02,NAO
200.0,6.85,3.0,4.36,4.07,0.02,SIM
250.0,2.97,3.0,6.17,-0.2,0.05,NAO
150.0,-2.86,3.0,5.84,-0.33,-0.08,NAO
250.0,-2.36,3.0,5.07,-1.15,-0.04,NAO
350.0,-0.87,3.0,4.65,4.65,-0.04,NAO
150.0,-0.38,3.0,3.09,3.08,-0.03,NAO
250.0,0.04,3.0,2.89,2.98,0.09,NAO
450.0,-0.93,3.0,3.03,3.03,-0.04,NAO
450.0,-7.85,3.0,2.83,3.15,-0.04,NAO
500.0,-1.29,3.0,3.58,3.59,-0.05,NAO
600.0,-4.24,3.0,3.6,-2.61,-0.12,NAO
200.0,3.14,3.0,5.33,-1.13,-0.03,SIM
200.0,-6.61,3.0,5.46,-0.59,-0.07,NAO
150.0,0.98,3.0,0.19,0.17,0.05,SIM
150.0,7.74,3.0,0.73,0.25,0.04,SIM
150.0,-5.9,3.0,5.93,6.13,-0.07,NAO
300.0,-0.0,3.0,6.22,6.22,0.0,SIM
150.0,-3.03,3.0,4.12,4.24,-0.08,SIM
150.0,-7.95,3.0,4.5,4.99,-0.04,SIM
150.0,-3.76,3.0,1.86,2.03,-0.08,NAO
150.0,-1.74,3.0,5.03,5.11,-0.04,NAO
150.0,-1.88,3.0,4.86,4.95,0.0,NAO
150.0,2.98,3.0,2.13,2.03,0.1,NAO
150.0,0.0,3.0,5.44,-0.8,0.04,NAO
150.0,1.89,3.0,1.63,1.82,0.32,NAO
150.0,0.0,3.0,5.11,-1.06,0.11,SIM
150.0,0.0,3.0,5.21,-1.03,0.04,SIM
50.0,0.0,3.0,4.18,4.1,-0.08,SIM
350.0,7.9,3.0,3.25,2.92,0.03,NAO
50.0,0.0,3.0,4.18,4.1,-0.08,SIM
50.0,0.53,3.0,4.26,4.15,-0.07,SIM
50.0,-0.86,3.0,3.73,3.68,-0.11,SIM
100.0,5.46,3.0,5.43,-1.17,0.05,NAO
100.0,-0.07,3.0,6.28,-0.68,-0.68,NAO
150.0,-0.0,3.0,5.78,-0.5,0.0,SIM
50.0,1.83,3.0,0.28,0.24,0.08,SIM
200.0,-7.66,3.0,5.67,5.99,-0.03,NAO
150.0,-6.59,3.0,5.39,5.68,-0.01,NAO
350.0,-7.73,3.0,6.22,0.26,-0.03,NAO
550.0,7.44,3.0,1.99,2.75,1.1,NAO
600.0,7.71,3.0,2.12,2.82,1.05,NAO
700.0,2.17,3.0,2.24,2.11,-0.03,NAO
700.0,6.78,3.0,2.42,2.1,-0.01,NAO
150.0,0.68,0.5,3.61,3.59,0.03,NAO
250.0,-5.97,3.0,4.52,4.62,-0.17,NAO
200.0,-5.08,0.5,3.63,3.83,-0.03,SIM
150.0,0.0,0.5,3.63,3.62,-0.01,NAO
550.0,-7.87,3.0,4.18,4.53,-0.01,NAO
550.0,-5.87,3.0,4.14,4.5,0.09,NAO
400.0,5.99,3.0,4.86,4.65,0.06,NAO
300.0,7.93,3.0,5.2,4.84,0.0,NAO
50.0,3.54,3.0,2.47,2.45,0.22,SIM
100.0,-0.44,3.0,0.92,1.11,0.16,SIM
300.0,-0.36,3.0,3.08,3.1,0.0,NAO
400.0,-0.0,3.0,3.06,3.05,-0.01,NAO
300.0,4.63,3.0,1.12,0.98,0.07,NAO
400.0,-3.91,3.0,0.82,0.91,-0.09,NAO
150.0,2.96,3.0,1.45,1.22,-0.1,NAO
200.0,0.66,3.0,1.18,1.18,0.03,NAO
500.0,-4.44,3.0,5.23,5.4,-0.03,NAO
300.0,0.27,3.0,4.57,4.49,-0.07,SIM
500.0,0.97,3.0,0.61,6.9,0.05,NAO
450.0,-4.57,3.0,5.11,5.32,0.0,NAO
250.0,-4.57,3.0,3.6,3.75,-0.06,SIM
350.0,-1.73,0.5,4.65,4.72,-0.01,NAO
450.0,-0.04,3.0,4.79,4.7,-0.09,NAO
250.0,-1.5,3.0,3.27,3.33,-0.01,NAO
500.0,-0.15,3.0,4.5,4.48,-0.03,NAO
100.0,3.1,3.0,3.7,3.54,0.05,SIM
450.0,-7.07,3.0,3.93,4.22,-0.03,NAO
150.0,-4.78,3.0,4.85,6.93,1.86,NAO
50.0,-0.0,3.0,3.19,3.01,-0.18,SIM
300.0,-6.07,3.0,0.48,0.71,-0.05,NAO
50.0,-0.0,3.0,3.31,3.23,-0.08,SIM
450.0,2.76,3.0,0.43,4.23,-2.36,SIM
100.0,-5.04,3.0,3.08,3.44,0.02,NAO
300.0,-6.61,3.0,5.0,5.31,0.01,NAO
500.0,-0.6,3.0,4.4,4.41,-0.02,NAO
250.0,-7.61,3.0,4.11,4.4,-0.06,NAO
550.0,1.48,3.0,5.48,4.55,-0.86,NAO
250.0,-0.12,0.5,4.69,4.7,0.0,SIM
300.0,-0.04,0.5,4.73,4.73,-0.0,NAO
350.0,-0.46,0.5,4.67,4.73,0.04,NAO
150.0,-7.44,3.0,0.58,0.88,-0.2,NAO
200.0,-7.45,3.0,0.11,6.71,-0.02,NAO
150.0,-7.98,3.0,6.24,6.58,-0.19,NAO
150.0,-5.55,0.5,5.39,-0.7,-0.06,SIM
250.0,-1.31,0.5,4.87,4.91,-0.02,SIM
350.0,-0.39,0.5,5.61,5.66,0.03,NAO
250.0,-6.74,0.5,5.31,5.6,-0.02,NAO
250.0,-5.86,0.5,5.42,5.62,-0.07,NAO
600.0,5.78,3.0,4.62,5.6,1.24,NAO
550.0,-0.82,3.0,5.65,5.66,-0.03,NAO
150.0,0.0,3.0,4.21,4.75,0.54,NAO
150.0,0.0,3.0,5.82,-1.37,-0.91,NAO
600.0,-1.01,3.0,5.43,5.46,-0.02,NAO
50.0,-2.49,3.0,5.6,5.61,-0.16,NAO
250.0,-3.93,3.0,4.64,4.84,0.02,NAO
150.0,8.0,3.0,3.0,2.65,0.01,NAO
200.0,5.71,3.0,2.82,2.56,-0.0,NAO
150.0,-0.0,3.0,2.9,3.09,0.19,NAO
150.0,7.77,3.0,3.73,3.23,0.02,SIM
550.0,0.0,3.0,4.4,4.38,-0.02,NAO
350.0,2.68,3.0,4.41,4.25,-0.04,NAO
200.0,4.94,3.0,2.74,2.52,0.0,NAO
200.0,-1.3,3.0,2.54,2.63,0.03,NAO
300.0,0.06,3.0,5.12,0.21,1.38,NAO
400.0,0.36,3.0,0.07,0.16,0.11,NAO
50.0,5.79,3.0,2.08,1.89,0.2,SIM
100.0,0.08,3.0,0.16,0.19,0.04,SIM
50.0,1.26,3.0,4.31,4.4,0.17,SIM
150.0,-3.07,3.0,3.09,3.26,-0.03,SIM
300.0,1.23,3.0,0.13,0.2,0.13,SIM
200.0,3.68,3.0,6.18,-0.11,0.16,NAO
300.0,1.06,0.5,0.2,0.15,-0.0,NAO
250.0,0.0,3.0,3.15,3.15,0.0,SIM
150.0,0.02,3.0,3.14,3.15,0.01,SIM
400.0,6.0,3.0,2.41,3.17,1.03,NAO
300.0,-0.0,3.0,3.17,3.16,-0.01,SIM
100.0,7.87,3.0,0.04,-0.38,0.1,NAO
100.0,2.83,3.0,0.86,0.68,0.01,SIM
300.0,-6.29,3.0,5.44,-0.59,-0.03,NAO
250.0,2.64,3.0,5.38,5.26,-0.0,NAO
400.0,-7.98,0.5,0.88,1.23,-0.01,NAO
500.0,-7.97,3.0,0.92,1.28,-0.0,NAO
600.0,3.89,3.0,1.52,1.28,-0.06,NAO
600.0,7.74,3.0,1.41,1.1,0.04,NAO
50.0,-0.48,3.0,5.38,-1.07,-0.2,SIM
50.0,7.34,3.0,0.11,-0.41,-0.03,NAO
100.0,1.37,3.0,5.06,-1.22,0.09,SIM
100.0,0.19,3.0,4.11,4.21,0.11,NAO
250.0,4.27,0.5,0.56,0.37,0.0,SIM
250.0,-2.6,0.5,0.53,0.66,0.01,NAO
150.0,-3.3,0.5,1.0,1.18,0.03,SIM
150.0,3.73,0.5,1.94,1.69,-0.08,NAO
150.0,7.2,0.5,1.95,1.63,0.01,SIM
150.0,4.48,0.5,1.6,1.44,0.14,NAO
200.0,-0.96,0.5,1.09,1.21,0.08,NAO
350.0,-6.85,0.5,0.88,1.2,0.01,NAO
150.0,-0.54,0.5,0.1,0.06,-0.08,SIM
200.0,2.08,0.5,0.09,-0.03,-0.03,SIM
200.0,-0.0,0.5,6.06,-0.24,-0.02,SIM
150.0,-0.17,0.5,5.97,6.05,0.07,SIM
100.0,-2.63,3.0,5.93,-0.15,0.03,SIM
650.0,-7.84,3.0,4.61,-1.33,-0.01,NAO
50.0,3.44,0.5,5.85,-0.48,0.18,SIM
100.0,5.33,0.5,0.81,0.69,0.24,SIM
150.0,2.5,0.5,1.5,1.4,0.07,NAO
200.0,-4.75,0.5,0.76,0.92,-0.06,NAO
300.0,-4.38,0.5,0.21,0.35,-0.06,NAO
250.0,-0.95,3.0,2.49,2.87,0.34,NAO
550.0,-3.95,0.5,2.32,2.61,0.11,NAO
200.0,1.71,3.0,3.21,3.22,0.09,NAO
200.0,-7.69,0.5,1.77,1.91,-0.21,SIM
200.0,-7.84,3.0,2.42,2.56,-0.22,NAO
150.0,3.82,0.5,1.67,1.72,0.22,NAO
550.0,-5.98,3.0,2.64,2.96,0.05,SIM
100.0,5.4,3.0,3.16,2.55,-0.25,SIM
550.0,7.52,3.0,2.2,2.63,0.77,NAO
350.0,-1.33,3.0,1.4,3.13,1.67,NAO
150.0,7.12,3.0,2.73,2.48,0.22,NAO
100.0,-0.0,0.5,3.89,3.95,0.06,NAO
150.0,-0.86,3.0,2.59,2.61,-0.04,NAO
400.0,-0.73,3.0,1.73,1.73,-0.03,NAO
50.0,0.0,3.0,5.34,-1.07,-0.13,SIM
100.0,-6.71,3.0,3.39,3.6,-0.24,SIM
400.0,-1.84,3.0,4.49,4.66,0.09,NAO
550.0,7.73,3.0,5.19,4.84,0.0,NAO
150.0,-7.98,3.0,4.92,5.38,-0.07,SIM
250.0,-3.22,3.0,4.6,4.7,-0.05,SIM
500.0,-7.85,3.0,4.26,4.62,0.0,NAO
350.0,-3.81,3.0,4.43,4.61,0.01,NAO
650.0,-6.85,3.0,4.49,4.75,-0.05,NAO
600.0,-8.0,3.0,4.29,4.65,-0.0,NAO
500.0,3.09,3.0,0.78,7.06,0.14,NAO
250.0,2.0,3.0,0.98,-1.92,-2.81,NAO
200.0,0.0,3.0,4.67,4.63,-0.04,SIM
150.0,-0.07,3.0,4.45,4.43,-0.02,NAO
150.0,-2.55,0.5,3.61,3.76,0.03,NAO
150.0,0.59,0.5,4.25,4.25,0.04,SIM
200.0,7.72,0.5,4.73,4.39,0.01,NAO
300.0,7.83,3.0,4.74,4.38,-0.0,NAO
100.0,-0.0,0.5,3.67,3.71,0.04,NAO
150.0,3.63,0.5,3.91,3.73,0.06,SIM
150.0,-6.34,3.0,0.95,1.38,0.14,SIM
250.0,-4.9,3.0,5.16,-0.94,-0.04,NAO
150.0,-8.0,3.0,0.03,0.29,-0.1,NAO
400.0,-2.36,3.0,4.22,4.31,-0.02,NAO
350.0,-2.73,3.0,4.6,4.7,-0.02,NAO
450.0,-0.36,3.0,4.81,2.38,-2.45,SIM
400.0,-3.19,3.0,4.0,4.13,-0.02,SIM
300.0,-1.81,3.0,4.09,4.27,0.1,NAO
500.0,-6.9,3.0,1.84,2.08,-0.07,NAO
50.0,5.32,3.0,5.57,5.44,0.22,SIM
200.0,3.54,3.0,4.76,4.63,0.03,SIM
150.0,0.9,3.0,5.53,-0.76,0.05,NAO
150.0,-3.89,3.0,5.17,5.54,0.11,NAO
200.0,-4.99,3.0,5.94,6.04,-0.13,NAO
350.0,0.46,3.0,0.01,-0.02,-0.01,SIM
200.0,-7.64,3.0,5.81,-0.15,-0.02,NAO
400.0,0.69,3.0,6.1,-0.18,0.03,NAO
350.0,0.8,3.0,0.0,6.26,0.01,NAO
700.0,-0.41,3.0,1.65,1.68,0.01,NAO
700.0,6.21,3.0,0.69,1.55,1.14,NAO
250.0,-8.0,3.0,1.35,1.69,-0.02,NAO
350.0,5.28,3.0,1.91,1.72,0.05,NAO
450.0,-7.86,3.0,1.21,1.57,0.0,NAO
550.0,0.04,3.0,1.75,1.68,-0.07,NAO
200.0,4.49,3.0,6.25,6.1,0.05,NAO
250.0,6.25,3.0,0.05,-0.21,0.02,SIM
200.0,-4.84,3.0,0.02,0.21,-0.03,NAO
150.0,-7.94,3.0,0.9,1.36,-0.07,NAO
300.0,6.57,0.5,4.69,4.44,0.05,NAO
300.0,-0.35,3.0,0.63,0.73,0.08,NAO
250.0,-5.55,3.0,5.91,6.18,0.02,NAO
100.0,-7.71,3.0,0.6,1.1,-0.01,NAO
400.0,-7.6,3.0,1.54,1.89,0.0,NAO
300.0,4.46,3.0,5.64,5.4,-0.04,SIM
250.0,-6.65,3.0,1.25,5.12,-2.72,NAO
450.0,-7.83,3.0,6.27,6.58,-0.05,NAO
400.0,1.74,3.0,5.89,5.81,-0.0,NAO
100.0,1.25,3.0,0.53,0.59,0.14,NAO
100.0,-7.86,3.0,5.95,0.19,-0.0,SIM
300.0,1.79,0.5,4.45,4.4,0.03,NAO
100.0,0.64,0.5,5.26,-1.11,-0.04,NAO
100.0,1.62,0.5,4.27,4.17,0.01,SIM
150.0,1.15,0.5,4.21,4.13,-0.03,SIM
150.0,-1.76,0.5,4.26,4.37,0.03,SIM
150.0,-1.18,3.0,0.19,0.44,0.17,NAO
300.0,1.72,3.0,1.78,1.77,0.07,NAO
150.0,-0.04,0.5,0.5,0.49,-0.01,SIM
100.0,-0.94,0.5,6.05,-0.21,-0.04,SIM
150.0,5.3,3.0,4.06,3.88,0.06,NAO
400.0,2.39,0.5,2.63,2.56,0.04,NAO
150.0,-0.93,3.0,3.81,3.86,0.01,NAO
150.0,-7.12,3.0,4.06,4.5,-0.03,NAO
250.0,1.63,3.0,4.76,4.65,-0.04,NAO
500.0,4.16,3.0,4.83,4.66,0.02,NAO
650.0,3.21,3.0,6.1,4.7,-1.25,NAO
200.0,1.39,3.0,0.14,0.11,0.03,NAO
350.0,-0.0,3.0,0.01,6.3,0.01,SIM
350.0,0.0,3.0,0.23,6.51,-0.0,SIM
150.0,-5.87,3.0,0.32,0.55,-0.04,NAO
100.0,-2.26,3.0,0.42,0.59,0.02,NAO
150.0,0.94,3.0,0.13,0.05,-0.04,SIM
200.0,-4.76,3.0,0.6,0.77,-0.05,NAO
150.0,7.99,3.0,1.93,1.42,0.02,NAO
150.0,8.0,3.0,1.63,1.12,0.02,NAO
150.0,7.91,3.0,1.33,0.83,0.03,NAO
150.0,1.7,3.0,0.14,0.07,0.01,NAO
350.0,-3.24,3.0,0.02,0.17,0.0,NAO
300.0,0.0,3.0,0.03,6.39,0.08,NAO
200.0,7.88,3.0,0.82,0.49,0.03,NAO
150.0,-4.78,3.0,3.99,4.18,-0.13,SIM
50.0,4.17,3.0,4.78,4.82,0.32,SIM
400.0,2.0,3.0,0.17,-1.61,-1.69,SIM
400.0,0.99,0.5,2.49,2.5,0.05,SIM
400.0,-1.75,0.5,2.44,2.54,0.02,NAO
300.0,-5.77,3.0,2.26,2.51,-0.01,NAO
350.0,-7.43,0.5,2.13,2.48,0.01,NAO
150.0,5.77,3.0,4.4,4.04,-0.1,NAO
150.0,-5.74,3.0,3.0,3.23,-0.03,NAO
150.0,7.81,0.5,2.75,2.28,0.05,NAO
250.0,-4.62,3.0,2.49,2.4,-0.3,NAO
150.0,-3.7,3.0,3.27,3.51,-0.01,NAO
150.0,-0.5,3.0,3.15,3.07,-0.1,NAO
150.0,-0.0,3.0,3.45,3.29,-0.16,NAO
350.0,7.99,3.0,3.43,3.07,0.0,NAO
250.0,7.93,3.0,3.5,3.14,0.0,SIM
500.0,-1.99,3.0,4.42,3.29,-1.22,NAO
450.0,0.0,3.0,3.01,3.0,-0.01,NAO
700.0,0.0,3.0,3.77,-2.25,0.26,NAO
500.0,0.54,3.0,4.48,4.44,-0.02,NAO
100.0,-7.04,0.5,4.83,5.24,-0.06,SIM
300.0,-2.01,3.0,5.78,-0.46,-0.05,NAO
100.0,0.9,0.5,5.05,-1.14,0.15,NAO
100.0,-8.0,0.5,4.28,-1.54,-0.07,SIM
250.0,-0.14,0.5,1.33,1.37,0.03,SIM
450.0,8.0,0.5,0.15,-0.01,0.2,NAO
150.0,0.5,0.5,1.35,1.28,-0.05,SIM
150.0,0.0,0.5,1.38,1.38,0.0,SIM
150.0,-0.03,3.0,4.47,4.4,-0.07,NAO
150.0,6.99,3.0,3.27,3.1,0.3,NAO
200.0,2.91,3.0,6.18,-0.2,0.04,NAO
100.0,-0.33,3.0,5.43,-0.75,0.08,NAO
100.0,-5.54,3.0,6.04,0.36,0.23,NAO
300.0,3.48,3.0,0.12,0.0,0.04,SIM
300.0,1.14,0.5,6.1,-0.25,-0.01,NAO
250.0,-1.76,0.5,0.0,0.08,0.0,SIM
150.0,7.86,0.5,2.19,1.76,0.09,SIM
450.0,-0.0,0.5,5.87,0.86,1.27,NAO
450.0,-3.92,0.5,5.17,0.86,1.8,NAO
100.0,-0.75,3.0,3.48,3.73,0.2,NAO
150.0,-0.33,3.0,4.42,4.4,-0.03,SIM
150.0,-1.82,3.0,4.16,4.2,-0.08,NAO
100.0,1.03,3.0,4.37,4.4,0.1,SIM
150.0,-4.2,3.0,4.23,4.4,-0.11,NAO
100.0,-4.35,0.5,3.92,4.2,-0.01,SIM
100.0,0.0,0.5,4.87,-1.6,-0.19,SIM
100.0,0.0,0.5,4.87,-1.57,-0.16,SIM
250.0,4.84,3.0,2.44,2.22,0.0,NAO
100.0,7.66,3.0,3.25,2.85,0.11,SIM
150.0,-0.69,3.0,4.12,3.95,-0.22,NAO
200.0,-4.63,3.0,2.77,3.32,0.34,NAO
100.0,0.0,3.0,3.55,1.82,-1.73,NAO
250.0,0.75,3.0,2.04,3.48,1.47,NAO
100.0,3.03,3.0,2.65,3.4,0.95,NAO
150.0,-7.24,3.0,2.93,3.2,-0.21,SIM
200.0,0.0,0.5,3.67,3.66,-0.01,NAO
150.0,4.86,3.0,3.68,3.51,0.15,SIM
100.0,-4.83,3.0,1.98,2.26,-0.04,SIM
200.0,-1.76,3.0,2.29,2.31,-0.06,SIM
200.0,0.38,0.5,3.73,3.68,-0.03,NAO
600.0,3.9,0.5,3.55,4.93,1.56,SIM
100.0,-5.38,3.0,1.93,2.24,-0.05,SIM
300.0,-0.0,3.0,2.47,2.46,-0.01,NAO
350.0,0.1,3.0,2.44,2.45,0.01,NAO
200.0,2.56,3.0,2.92,2.77,-0.03,NAO
100.0,-1.9,3.0,1.61,1.92,0.18,NAO
150.0,-0.82,3.0,2.43,2.41,-0.06,NAO
150.0,1.58,3.0,2.56,2.53,0.08,NAO
300.0,7.84,0.5,4.93,4.61,0.04,NAO
100.0,-4.36,3.0,0.66,0.95,-0.0,SIM
100.0,-1.68,3.0,0.32,0.57,0.14,SIM
250.0,1.85,3.0,5.45,5.43,0.06,SIM
150.0,-4.7,3.0,5.47,-0.63,-0.13,SIM
400.0,-2.95,3.0,5.14,5.31,0.04,NAO
350.0,1.71,3.0,5.64,5.5,-0.06,NAO
150.0,-1.45,3.0,5.89,-0.32,-0.02,NAO
150.0,7.89,3.0,0.38,0.02,-0.0,SIM
150.0,2.24,3.0,0.2,0.16,0.11,SIM
150.0,2.38,3.0,0.28,0.01,-0.11,NAO
200.0,0.0,3.0,2.05,2.05,0.0,NAO
100.0,4.9,3.0,2.35,2.23,0.21,SIM
50.0,1.38,3.0,2.12,2.05,0.02,SIM
100.0,-5.62,3.0,2.0,2.35,-0.02,SIM
350.0,-7.34,3.0,2.19,5.24,2.72,SIM
50.0,6.55,3.0,2.72,2.53,0.25,SIM
150.0,-4.63,3.0,3.43,3.66,-0.08,NAO
250.0,-6.13,3.0,2.47,2.68,-0.07,NAO
250.0,-1.29,0.5,5.72,-0.58,-0.08,NAO
250.0,-4.82,0.5,4.99,-1.18,-0.11,NAO
150.0,2.96,0.5,0.84,0.6,-0.11,NAO
200.0,-5.42,0.5,6.04,-0.06,-0.06,SIM
200.0,7.03,3.0,0.95,0.65,0.02,NAO
150.0,5.99,3.0,1.37,0.86,-0.11,NAO
150.0,-0.04,3.0,0.02,0.23,0.21,NAO
150.0,6.13,3.0,1.03,0.72,-0.03,NAO
300.0,-0.63,0.5,4.52,4.55,0.0,NAO
300.0,0.69,0.5,4.36,4.35,0.02,NAO
400.0,5.81,3.0,5.73,5.47,0.0,NAO
250.0,0.9,0.5,3.13,3.01,-0.08,NAO
400.0,5.85,3.0,5.74,-0.82,-0.01,NAO
300.0,5.57,3.0,5.73,-0.77,0.04,NAO
150.0,1.52,3.0,0.37,0.32,0.05,SIM
500.0,-2.44,3.0,0.39,0.46,-0.04,NAO
400.0,0.59,3.0,0.5,0.47,-0.0,NAO
300.0,-7.7,3.0,0.0,0.34,-0.01,NAO
200.0,-0.95,3.0,0.47,0.46,-0.05,NAO
250.0,-0.0,0.5,3.05,3.01,-0.04,NAO
350.0,7.77,0.5,3.37,3.03,0.01,NAO
400.0,4.0,0.5,3.21,3.06,0.03,NAO
350.0,7.96,0.5,3.46,3.17,0.07,SIM
150.0,-1.27,3.0,0.93,0.92,-0.09,NAO
150.0,-3.16,3.0,5.98,-0.06,0.1,NAO
100.0,-1.76,3.0,0.71,0.84,0.01,SIM
50.0,-2.84,3.0,2.0,2.12,-0.07,SIM
100.0,0.59,3.0,0.08,0.11,0.07,NAO
150.0,0.02,3.0,0.11,0.08,-0.03,NAO
350.0,0.0,0.5,4.96,4.95,-0.01,NAO
350.0,-0.75,0.5,4.95,4.93,-0.05,NAO
150.0,-0.0,3.0,0.12,0.17,0.05,NAO
200.0,-5.98,3.0,5.93,6.29,0.09,NAO
300.0,-7.95,3.0,5.96,6.31,-0.01,NAO
350.0,-7.78,3.0,5.95,6.3,-0.0,NAO
300.0,-3.61,3.0,4.82,-1.36,-0.06,NAO
450.0,-5.75,3.0,4.29,4.55,-0.0,NAO
550.0,-0.0,3.0,4.53,4.54,0.01,SIM
650.0,-0.99,0.5,4.6,4.57,-0.07,NAO
150.0,3.54,3.0,0.69,0.43,-0.1,NAO
150.0,-1.53,3.0,5.49,-0.7,0.02,NAO
150.0,0.87,3.0,5.69,-0.54,0.11,NAO
200.0,-4.3,3.0,5.25,-0.79,0.05,NAO
400.0,6.45,0.5,4.48,4.08,-0.11,NAO
350.0,7.93,0.5,4.75,4.58,0.19,NAO
350.0,7.92,0.5,5.02,4.85,0.19,SIM
350.0,5.93,0.5,4.36,4.87,0.78,NAO
500.0,-5.27,0.5,4.29,3.86,-0.67,NAO
650.0,-8.0,0.5,4.21,4.56,-0.01,SIM
550.0,4.23,3.0,4.48,3.79,-0.5,NAO
450.0,5.21,0.5,4.27,3.85,-0.18,SIM
150.0,-1.94,0.5,1.67,1.78,0.02,NAO
750.0,5.37,3.0,0.41,1.07,0.9,NAO
150.0,-7.74,3.0,6.23,0.38,-0.08,NAO
150.0,0.3,3.0,4.17,4.19,0.04,SIM
50.0,0.0,3.0,3.3,3.35,0.05,SIM
200.0,5.55,3.0,2.91,2.56,-0.1,NAO
200.0,-5.38,3.0,0.55,0.73,-0.06,NAO
150.0,-7.66,3.0,1.38,1.87,-0.02,NAO
700.0,7.96,3.0,6.25,0.95,1.35,NAO
700.0,-1.99,3.0,0.6,0.76,0.07,NAO
650.0,-0.0,3.0,1.07,1.07,0.0,NAO
750.0,1.98,3.0,1.14,1.09,0.04,NAO
50.0,3.32,3.0,6.09,-0.32,0.09,SIM
100.0,-2.4,3.0,4.1,4.3,0.04,SIM
650.0,-3.93,3.0,0.74,0.99,0.07,NAO
50.0,0.0,3.0,1.19,1.29,0.1,SIM
300.0,2.84,3.0,1.23,1.16,0.06,SIM
200.0,0.6,3.0,1.16,1.15,0.02,NAO
500.0,-5.99,3.0,0.81,1.03,-0.05,SIM
400.0,-7.53,3.0,0.64,0.99,0.01,NAO
150.0,5.67,0.5,2.16,1.91,0.13,SIM
200.0,1.69,0.5,2.3,2.12,-0.1,NAO
150.0,2.13,0.5,1.26,1.19,0.03,NAO
150.0,0.0,3.0,1.22,1.2,-0.02,NAO
150.0,6.93,3.0,0.79,0.47,-0.01,NAO
150.0,5.83,3.0,0.76,0.41,-0.09,NAO
150.0,6.76,3.0,0.71,0.38,-0.02,NAO
150.0,6.39,3.0,0.56,0.24,-0.03,NAO
200.0,4.33,3.0,0.29,0.1,0.01,NAO
400.0,8.0,3.0,5.04,4.71,0.03,NAO
500.0,6.97,3.0,4.48,4.2,0.04,NAO
150.0,-2.95,3.0,0.12,0.22,-0.1,NAO
150.0,6.67,3.0,0.85,0.56,0.01,SIM
250.0,-8.0,3.0,5.22,5.59,0.01,NAO
350.0,-7.62,3.0,5.21,5.97,0.41,SIM
200.0,-7.96,3.0,4.45,4.81,-0.0,NAO
300.0,-4.87,3.0,4.82,4.94,-0.1,NAO
150.0,5.8,3.0,0.73,0.23,-0.11,NAO
150.0,0.0,3.0,6.12,6.12,0.0,NAO
200.0,1.68,3.0,6.08,5.94,-0.06,NAO
200.0,-0.33,3.0,5.98,6.02,0.02,NAO
150.0,7.66,3.0,0.74,0.4,0.01,NAO
300.0,-0.98,3.0,5.19,5.2,-0.03,NAO
200.0,-3.0,3.0,4.93,5.07,0.0,SIM
350.0,-0.85,3.0,5.09,5.15,0.02,NAO
350.0,-1.65,3.0,4.85,4.92,-0.0,SIM
100.0,6.07,3.0,0.79,0.52,0.13,SIM
150.0,-0.0,3.0,0.87,0.84,-0.03,NAO
150.0,-7.76,3.0,4.25,4.69,-0.08,SIM
100.0,-0.71,3.0,4.51,4.57,0.01,SIM
50.0,7.54,0.5,0.18,-1.23,-0.91,NAO
350.0,7.1,3.0,4.17,3.85,0.0,NAO
200.0,5.85,3.0,4.12,3.86,0.01,SIM
100.0,3.83,3.0,4.47,4.36,0.15,NAO
150.0,-5.53,3.0,2.51,-1.95,1.45,NAO
100.0,3.98,3.0,5.32,-1.27,-0.04,NAO
150.0,0.0,3.0,5.8,-0.44,0.04,SIM
150.0,1.69,3.0,5.64,-0.74,0.02,NAO
200.0,3.9,3.0,0.05,-0.09,0.04,NAO
150.0,-2.44,0.5,2.52,2.64,0.01,NAO
150.0,0.09,3.0,4.75,4.74,-0.0,SIM
250.0,-0.08,3.0,4.73,4.74,0.01,SIM
450.0,2.12,3.0,6.12,-0.27,-0.01,NAO
500.0,0.88,3.0,6.07,-0.26,-0.01,NAO
150.0,-6.34,3.0,5.42,-0.59,-0.15,NAO
250.0,6.27,3.0,0.03,-0.24,0.01,NAO
200.0,-2.47,3.0,4.46,4.53,-0.04,NAO
200.0,0.12,3.0,4.84,4.82,-0.01,NAO
150.0,-0.46,3.0,4.53,4.47,-0.09,SIM
200.0,-7.43,3.0,3.97,4.28,-0.03,NAO
200.0,-1.49,3.0,3.8,3.94,0.07,SIM
150.0,0.58,3.0,4.34,4.25,-0.06,NAO
350.0,-1.79,3.0,2.6,2.77,0.09,NAO
250.0,-6.46,3.0,3.36,2.91,-0.74,NAO
150.0,-3.26,3.0,2.55,2.67,-0.03,NAO
250.0,1.43,3.0,2.89,2.87,0.04,NAO
450.0,-5.26,3.0,3.85,4.08,-0.01,NAO
550.0,1.85,3.0,5.3,4.44,-0.78,NAO
