@relation robots

@attribute distanciaInimigo numeric
@attribute velocidadeLateral numeric
@attribute potenciaBala {0.5,3.0}
@attribute anguloArmaAtual numeric
@attribute anguloAbsolutoInimigo numeric
@attribute anguloArmaPreditor numeric
@attribute acertou {SIM,NAO}

@data
350.0,3.82,3.0,5.71,-0.75,-0.0,SIM
100.0,-3.87,3.0,2.14,2.33,-0.07,SIM
250.0,0.0,3.0,5.46,5.46,0.0,NAO
200.0,-3.53,3.0,2.24,2.09,-0.31,SIM
150.0,-7.34,3.0,0.8,2.12,0.99,NAO
100.0,-0.04,3.0,1.3,2.35,1.05,NAO
200.0,-1.9,3.0,1.73,1.81,-0.01,NAO
250.0,-0.33,3.0,3.09,3.1,-0.0,NAO
200.0,0.0,3.0,1.86,1.91,0.05,SIM
50.0,7.93,3.0,1.43,1.24,0.34,NAO
150.0,-1.73,3.0,1.48,2.11,0.51,NAO
250.0,-4.38,3.0,3.59,3.57,-0.22,SIM
150.0,-2.7,0.5,5.43,5.49,-0.12,NAO
350.0,7.58,3.0,4.27,3.93,0.0,NAO
400.0,1.52,3.0,4.23,-2.28,-0.16,NAO
150.0,0.0,3.0,0.18,0.21,0.03,NAO
150.0,5.97,3.0,1.61,1.09,-0.12,NAO
150.0,2.99,3.0,0.92,0.8,0.02,NAO
200.0,6.11,3.0,1.62,1.35,0.01,NAO
100.0,1.9,3.0,0.22,0.24,0.15,NAO
100.0,-2.31,3.0,5.83,-0.28,0.02,NAO
150.0,0.16,3.0,5.14,-1.15,0.0,SIM
50.0,0.17,3.0,4.84,4.86,0.03,SIM
650.0,-0.0,3.0,3.97,3.97,0.0,SIM
100.0,2.94,3.0,4.66,4.55,0.09,SIM
550.0,0.81,3.0,4.76,4.63,-0.09,NAO
600.0,-7.5,3.0,4.53,4.79,-0.08,NAO
150.0,2.0,3.0,5.76,-0.75,-0.09,NAO
100.0,-0.0,3.0,1.73,1.72,-0.01,SIM
100.0,2.33,3.0,1.21,6.49,-0.85,NAO
150.0,-3.94,0.5,5.31,5.44,-0.13,NAO
50.0,4.31,3.0,3.84,3.71,0.16,SIM
300.0,-2.78,3.0,5.97,-1.14,-0.95,NAO
300.0,4.59,3.0,5.36,5.14,-0.01,NAO
250.0,0.3,3.0,5.1,5.1,0.01,NAO
150.0,3.56,3.0,0.62,0.37,-0.09,NAO
150.0,4.01,3.0,5.65,-0.82,0.08,NAO
150.0,7.31,3.0,0.39,0.13,0.07,NAO
150.0,-0.0,0.5,5.57,-0.75,-0.04,SIM
150.0,1.49,3.0,6.16,-0.17,0.05,NAO
400.0,-4.92,3.0,0.09,6.14,-0.46,NAO
150.0,0.0,3.0,1.78,1.77,-0.01,NAO
250.0,-0.37,3.0,6.24,6.3,0.04,NAO
400.0,-7.8,3.0,5.85,6.2,-0.0,NAO
650.0,-2.96,3.0,0.95,0.88,-0.2,NAO
250.0,4.46,3.0,1.15,0.98,0.03,NAO
250.0,0.0,3.0,1.57,1.61,0.04,SIM
350.0,-0.0,3.0,1.5,1.42,-0.08,NAO
50.0,0.58,3.0,4.87,-1.23,0.22,SIM
150.0,4.65,3.0,4.15,3.98,0.14,SIM
600.0,7.64,3.0,0.83,0.73,0.25,NAO
100.0,1.25,3.0,6.15,-0.08,0.14,NAO
350.0,6.62,3.0,3.31,3.07,0.06,NAO
350.0,-7.98,3.0,2.72,3.07,-0.01,NAO
300.0,5.93,3.0,3.44,3.25,0.08,SIM
200.0,-1.57,3.0,3.72,3.75,-0.04,SIM
400.0,6.81,3.0,3.55,3.25,0.01,SIM
350.0,-0.55,3.0,3.27,3.25,-0.05,NAO
400.0,3.79,3.0,3.09,2.97,0.05,SIM
350.0,-5.03,3.0,2.97,3.14,-0.06,NAO
100.0,0.34,3.0,2.75,2.68,-0.05,SIM
150.0,-0.0,0.5,3.78,3.94,0.16,NAO
550.0,7.93,3.0,2.99,4.58,1.95,NAO
200.0,4.8,3.0,3.34,3.09,-0.03,SIM
250.0,5.98,3.0,3.13,2.88,0.02,NAO
300.0,6.97,3.0,4.64,4.34,0.02,NAO
200.0,0.0,3.0,3.87,3.85,-0.02,NAO
100.0,7.23,3.0,2.05,1.72,0.15,NAO
150.0,-5.93,3.0,2.56,2.78,-0.18,NAO
150.0,1.12,3.0,1.93,1.81,-0.07,SIM
150.0,0.67,3.0,1.68,1.63,-0.02,SIM
150.0,-4.48,3.0,2.23,2.37,-0.06,NAO
100.0,5.76,3.0,2.47,2.25,0.16,NAO
150.0,5.81,3.0,3.13,2.99,0.25,NAO
200.0,4.66,3.0,3.47,3.16,-0.1,NAO
400.0,-2.96,3.0,3.26,3.35,-0.04,NAO
150.0,-6.43,0.5,2.9,3.09,-0.1,NAO
550.0,1.92,3.0,3.63,3.46,-0.08,NAO
900.0,-7.3,3.0,3.92,4.29,0.04,NAO
850.0,-6.45,3.0,3.79,4.08,-0.0,NAO
150.0,4.95,3.0,3.94,3.63,-0.09,SIM
150.0,4.39,3.0,3.93,3.63,-0.1,NAO
250.0,7.96,3.0,3.93,3.58,0.01,NAO
300.0,7.94,3.0,3.85,3.5,0.01,NAO
150.0,-0.25,3.0,3.86,3.8,-0.07,SIM
150.0,-7.72,3.0,4.43,-1.4,-0.06,SIM
200.0,1.38,3.0,5.44,5.35,-0.03,NAO
250.0,-2.37,3.0,5.96,-0.29,-0.07,NAO
800.0,-7.91,3.0,3.92,4.56,0.28,NAO
750.0,-8.0,3.0,4.05,4.72,0.31,NAO
50.0,2.09,3.0,3.77,3.68,0.05,SIM
100.0,-7.22,3.0,2.97,3.54,0.09,SIM
200.0,-1.76,3.0,1.22,1.33,0.03,NAO
200.0,-6.8,3.0,0.11,0.37,-0.05,SIM
150.0,3.81,3.0,4.05,3.66,-0.14,NAO
150.0,5.99,3.0,3.98,3.47,-0.11,NAO
200.0,7.41,0.5,3.21,2.9,0.03,SIM
150.0,-0.52,0.5,1.84,1.88,0.01,NAO
150.0,4.46,0.5,3.15,2.93,-0.02,SIM
150.0,3.85,3.0,3.22,2.96,-0.09,NAO
200.0,-0.0,0.5,2.42,2.34,-0.08,SIM
100.0,-0.59,0.5,1.68,1.79,0.07,NAO
300.0,0.58,3.0,0.85,0.87,0.05,NAO
200.0,6.61,3.0,1.28,1.0,0.02,NAO
150.0,3.99,3.0,2.29,1.96,-0.06,NAO
100.0,1.18,3.0,2.27,2.18,-0.01,SIM
150.0,2.74,3.0,2.54,2.41,0.05,NAO
150.0,6.66,3.0,3.27,2.96,-0.01,NAO
100.0,1.93,0.5,0.21,0.2,0.12,NAO
400.0,-6.72,3.0,6.11,0.15,0.02,SIM
200.0,-0.55,3.0,6.14,-0.11,0.01,SIM
650.0,0.0,3.0,1.15,1.22,0.07,NAO
50.0,2.97,3.0,1.35,1.19,0.04,SIM
650.0,-1.34,3.0,1.19,1.21,-0.04,NAO
400.0,1.17,3.0,0.15,0.06,-0.04,NAO
550.0,2.48,3.0,0.31,0.15,-0.05,NAO
200.0,1.85,3.0,0.23,0.05,-0.1,NAO
350.0,-6.75,3.0,5.86,6.1,-0.07,NAO
150.0,0.06,3.0,6.22,-0.08,-0.01,NAO
400.0,-6.38,0.5,3.91,4.18,-0.02,NAO
150.0,-0.19,3.0,4.79,4.74,-0.06,SIM
150.0,-0.0,3.0,4.72,4.72,0.0,SIM
100.0,7.75,3.0,1.24,0.85,0.13,SIM
100.0,6.26,3.0,6.19,-0.44,0.07,NAO
150.0,1.55,3.0,1.26,0.99,-0.2,SIM
200.0,0.0,3.0,1.18,1.16,-0.02,SIM
100.0,1.76,3.0,0.48,0.5,0.14,SIM
150.0,-2.9,3.0,0.71,0.76,-0.08,SIM
200.0,-0.06,3.0,4.72,4.72,-0.0,SIM
200.0,-5.84,3.0,5.07,-1.02,-0.07,NAO
150.0,-0.32,3.0,6.26,-0.02,-0.02,NAO
150.0,-1.05,3.0,6.03,-0.21,-0.03,SIM
150.0,-6.41,3.0,0.01,0.23,-0.07,SIM
200.0,7.31,3.0,1.22,0.9,0.01,NAO
250.0,4.69,3.0,1.08,0.86,-0.01,NAO
350.0,-3.17,3.0,0.68,0.78,-0.04,NAO
600.0,-2.99,3.0,0.88,0.96,-0.06,NAO
450.0,-7.66,3.0,4.14,4.47,-0.02,NAO
350.0,-0.78,3.0,4.6,4.61,-0.03,NAO
300.0,-2.41,3.0,4.39,4.47,-0.03,NAO
150.0,-4.82,3.0,5.87,-0.02,0.07,NAO
450.0,7.71,0.5,3.85,3.52,0.02,NAO
150.0,0.82,3.0,5.91,-0.42,0.01,SIM
150.0,0.74,3.0,0.44,0.38,-0.01,SIM
150.0,4.94,3.0,0.99,0.8,0.03,NAO
250.0,6.17,3.0,0.96,0.69,0.01,NAO
150.0,0.0,3.0,0.58,0.57,-0.01,SIM
350.0,5.95,3.0,0.21,6.16,-0.06,NAO
250.0,7.34,3.0,0.72,0.41,0.02,NAO
250.0,7.1,3.0,3.66,3.35,0.01,NAO
300.0,7.61,3.0,3.69,3.35,0.01,NAO
200.0,-4.13,3.0,5.22,-0.85,0.03,NAO
200.0,-1.2,3.0,5.66,-0.54,0.03,SIM
150.0,-4.78,3.0,0.71,0.9,-0.13,NAO
150.0,1.22,3.0,0.19,0.09,-0.02,NAO
150.0,5.87,3.0,1.72,1.28,-0.05,NAO
200.0,3.63,3.0,1.35,1.19,0.0,SIM
500.0,0.98,3.0,3.34,3.34,0.04,NAO
400.0,7.88,3.0,3.75,3.4,0.01,NAO
500.0,7.44,0.5,3.81,3.48,0.01,NAO
450.0,0.36,3.0,5.73,5.74,0.03,NAO
300.0,6.97,3.0,4.91,2.16,-2.43,NAO
500.0,5.43,3.0,5.26,5.15,0.14,SIM
350.0,0.99,3.0,2.07,2.05,0.02,NAO
250.0,2.18,3.0,2.05,1.95,-0.0,NAO
100.0,-6.05,3.0,4.88,-1.05,-0.05,NAO
100.0,-2.35,0.5,4.77,-1.56,-0.2,NAO
100.0,0.12,0.5,5.02,-1.36,-0.09,NAO
150.0,5.91,3.0,3.99,3.51,-0.09,NAO
100.0,-2.55,3.0,3.15,3.5,0.18,NAO
150.0,-0.45,3.0,4.07,4.07,-0.02,NAO
150.0,-1.35,3.0,4.32,4.41,-0.0,SIM
500.0,-6.92,3.0,2.54,1.76,-1.09,NAO
50.0,4.12,3.0,2.23,2.62,0.66,NAO
200.0,-1.49,3.0,1.62,1.67,-0.02,SIM
350.0,-5.17,3.0,1.46,1.71,0.02,SIM
100.0,-1.91,3.0,1.25,1.33,-0.05,SIM
500.0,1.95,3.0,3.42,3.37,0.04,NAO
200.0,-1.61,3.0,2.34,2.21,-0.2,NAO
300.0,-7.99,3.0,3.04,3.37,-0.03,NAO
400.0,7.85,3.0,3.94,3.59,0.01,NAO
50.0,2.44,3.0,2.0,1.84,0.0,NAO
50.0,0.0,3.0,2.22,2.01,-0.21,SIM
350.0,3.26,3.0,2.36,2.19,-0.02,NAO
150.0,5.76,3.0,2.02,1.67,-0.09,NAO
350.0,-1.73,0.5,6.16,6.19,-0.05,NAO
600.0,5.05,3.0,3.51,4.94,1.66,NAO
600.0,2.62,3.0,4.3,4.17,-0.01,NAO
100.0,-0.0,3.0,2.97,3.04,0.07,SIM
200.0,-1.5,3.0,5.09,4.69,-0.47,SIM
200.0,-0.0,3.0,4.81,-1.64,-0.17,NAO
150.0,-6.37,3.0,3.78,3.96,-0.11,NAO
350.0,7.97,3.0,3.73,3.33,-0.04,NAO
250.0,7.93,3.0,3.75,3.47,0.08,NAO
200.0,6.53,3.0,3.78,3.49,0.01,SIM
100.0,4.84,3.0,4.33,3.94,-0.07,NAO
50.0,-0.0,3.0,4.87,-1.49,-0.08,SIM
50.0,0.13,3.0,5.22,-1.07,0.0,SIM
150.0,-4.88,3.0,4.66,-1.35,-0.05,NAO
100.0,-3.64,3.0,3.98,4.24,0.02,SIM
400.0,5.47,0.5,0.05,6.22,0.14,NAO
200.0,2.26,0.5,4.72,4.63,0.01,NAO
100.0,-1.13,3.0,4.74,-1.5,-0.03,SIM
250.0,-1.7,3.0,0.93,0.97,-0.04,NAO
200.0,-0.62,3.0,1.05,1.06,-0.02,NAO
250.0,-2.71,3.0,0.89,0.96,-0.05,NAO
450.0,-3.25,3.0,1.96,2.08,-0.03,SIM
150.0,3.13,3.0,1.98,1.91,0.07,SIM
200.0,-7.78,3.0,1.42,1.76,-0.01,NAO
300.0,1.17,3.0,1.96,1.89,-0.02,NAO
100.0,2.99,3.0,0.41,-0.08,-0.29,SIM
250.0,-0.21,3.0,1.35,1.32,-0.04,NAO
200.0,-4.46,3.0,2.01,2.15,-0.06,NAO
150.0,7.53,3.0,3.17,2.82,-0.01,NAO
150.0,6.33,3.0,2.65,2.39,0.16,NAO
150.0,7.83,0.5,3.4,3.04,0.16,NAO
200.0,-3.62,3.0,4.36,4.54,0.02,SIM
100.0,-5.93,3.0,4.14,4.48,-0.06,SIM
200.0,-3.78,3.0,5.24,5.47,0.06,NAO
550.0,7.65,3.0,1.17,0.84,0.02,NAO
100.0,7.64,3.0,5.57,-1.13,0.09,NAO
150.0,-3.49,3.0,4.18,4.31,-0.03,NAO
200.0,-5.05,3.0,0.4,6.93,0.02,NAO
150.0,-0.78,3.0,0.58,0.71,0.08,NAO
400.0,4.85,3.0,1.35,1.05,-0.08,NAO
250.0,-7.95,3.0,0.53,0.87,-0.02,SIM
50.0,-1.44,3.0,1.28,1.58,0.2,SIM
50.0,0.0,3.0,2.43,2.43,0.0,SIM
150.0,-3.0,3.0,0.92,1.04,-0.08,NAO
100.0,-7.42,3.0,0.39,0.9,0.02,SIM
150.0,0.92,3.0,5.75,-0.53,0.06,NAO
50.0,-0.84,3.0,1.59,1.47,-0.18,SIM
300.0,3.12,3.0,4.42,4.26,-0.02,NAO
100.0,0.0,3.0,5.91,-0.43,-0.06,NAO
450.0,5.72,0.5,3.93,3.73,0.06,NAO
400.0,2.94,3.0,3.86,4.83,1.1,NAO
300.0,-6.7,0.5,3.46,3.72,-0.04,NAO
400.0,3.11,0.5,3.93,3.82,0.03,NAO
150.0,0.0,0.5,3.24,3.39,0.15,NAO
150.0,-3.55,0.5,3.36,3.62,0.1,SIM
150.0,-0.0,0.5,3.19,3.15,-0.04,SIM
150.0,7.06,0.5,3.94,3.63,0.01,NAO
150.0,3.84,0.5,2.97,2.84,0.13,NAO
150.0,2.38,0.5,2.96,2.84,-0.01,SIM
300.0,-3.22,0.5,1.23,1.12,-0.26,NAO
350.0,3.77,3.0,3.63,3.48,0.02,NAO
400.0,4.6,3.0,4.1,3.84,-0.05,SIM
350.0,0.0,3.0,4.19,4.2,0.01,NAO
200.0,7.61,3.0,4.72,4.4,0.03,NAO
100.0,6.83,3.0,5.42,-1.21,0.11,SIM
150.0,4.61,3.0,0.61,0.4,0.1,NAO
150.0,7.02,3.0,0.81,0.5,0.01,NAO
150.0,-7.84,3.0,6.06,0.2,-0.1,SIM
100.0,0.7,3.0,0.45,0.53,0.13,NAO
150.0,5.34,3.0,2.71,2.41,-0.06,NAO
150.0,-3.54,3.0,2.06,2.14,-0.08,NAO
650.0,3.89,3.0,1.19,1.02,0.01,NAO
250.0,0.0,3.0,2.38,2.72,0.34,NAO
200.0,7.31,3.0,3.67,3.4,0.06,NAO
150.0,-7.8,3.0,2.99,3.45,-0.06,NAO
150.0,-6.82,3.0,2.4,2.64,-0.07,NAO
150.0,3.79,3.0,2.25,2.05,-0.03,NAO
200.0,-2.25,0.5,1.39,1.46,-0.03,SIM
400.0,-1.78,0.5,0.85,1.01,0.08,NAO
300.0,-4.98,3.0,1.08,1.18,-0.13,NAO
350.0,6.67,3.0,2.67,3.45,1.08,NAO
300.0,0.0,3.0,1.38,7.65,-0.01,NAO
200.0,-1.46,3.0,2.31,2.31,-0.07,NAO
250.0,-2.88,3.0,0.12,6.46,-0.07,NAO
150.0,-2.93,3.0,3.0,3.09,-0.11,NAO
350.0,-1.29,3.0,1.48,1.52,-0.02,NAO
350.0,-0.0,3.0,1.75,1.73,-0.02,NAO
600.0,3.37,3.0,1.69,1.56,0.02,SIM
500.0,-0.0,3.0,1.43,1.52,0.09,NAO
300.0,0.56,3.0,1.58,1.56,0.01,SIM
550.0,1.68,3.0,1.65,1.57,-0.0,SIM
350.0,6.61,3.0,0.19,6.18,0.01,NAO
100.0,0.34,3.0,1.62,1.6,0.0,SIM
200.0,7.88,3.0,0.73,6.65,-0.01,NAO
300.0,7.75,3.0,0.53,6.48,0.02,NAO
250.0,-1.0,3.0,0.25,6.51,-0.07,NAO
300.0,0.0,3.0,5.43,5.05,-0.38,SIM
100.0,-6.78,3.0,4.93,5.28,-0.1,NAO
100.0,-6.65,3.0,4.81,-1.1,-0.07,SIM
150.0,-0.86,3.0,5.92,-0.24,0.07,NAO
200.0,-4.09,3.0,5.41,5.55,-0.05,NAO
100.0,7.85,3.0,0.64,-0.33,-0.45,NAO
400.0,-5.89,3.0,5.92,2.44,2.54,SIM
450.0,-5.35,3.0,2.06,2.31,0.01,SIM
400.0,-7.02,3.0,1.97,2.28,-0.01,NAO
400.0,-7.53,3.0,1.93,2.26,-0.01,NAO
300.0,7.71,3.0,2.87,2.55,0.03,NAO
200.0,7.85,3.0,3.37,3.04,0.03,SIM
400.0,-2.5,0.5,2.1,2.22,0.01,NAO
250.0,-1.53,3.0,3.95,3.98,-0.04,SIM
450.0,0.0,3.0,3.64,3.64,0.0,SIM
350.0,-0.0,3.0,3.65,3.65,0.0,SIM
350.0,-1.32,0.5,2.11,2.22,0.05,NAO
150.0,-4.59,3.0,3.4,3.58,-0.03,NAO
150.0,-5.31,3.0,3.56,3.79,-0.01,NAO
200.0,1.96,3.0,4.81,4.61,-0.11,NAO
200.0,6.67,3.0,4.9,4.59,-0.01,SIM
200.0,-1.03,3.0,3.12,3.12,-0.05,SIM
200.0,0.31,3.0,3.51,3.48,-0.02,SIM
150.0,5.76,3.0,4.38,3.92,-0.08,NAO
150.0,-4.53,3.0,3.39,3.57,-0.03,NAO
200.0,-7.77,0.5,1.85,2.18,-0.02,SIM
200.0,0.02,0.5,2.8,2.79,-0.01,SIM
150.0,0.15,0.5,3.08,3.06,-0.01,SIM
150.0,-0.49,3.0,2.81,2.97,0.13,NAO
450.0,-2.21,0.5,2.11,2.24,0.03,NAO
400.0,-5.35,0.5,1.87,2.2,0.09,NAO
350.0,-7.43,0.5,1.91,2.23,-0.02,SIM
250.0,-4.23,0.5,1.97,2.2,0.04,NAO
200.0,0.83,3.0,3.71,3.66,-0.01,NAO
150.0,-3.36,3.0,3.33,3.51,0.03,SIM
500.0,1.53,3.0,3.77,3.65,-0.05,NAO
450.0,-0.21,3.0,3.64,3.65,0.0,NAO
400.0,2.73,3.0,5.09,5.06,0.09,NAO
50.0,-0.0,3.0,2.99,3.08,0.09,SIM
100.0,0.83,3.0,3.62,3.68,0.12,SIM
550.0,5.42,3.0,4.46,4.61,0.4,NAO
500.0,-0.03,3.0,4.48,4.31,-0.17,NAO
50.0,0.55,3.0,4.27,4.45,0.22,SIM
250.0,-0.0,3.0,5.04,5.04,0.0,NAO
150.0,-7.91,3.0,4.52,4.86,-0.02,SIM
300.0,0.71,3.0,5.8,-1.73,-1.21,NAO
300.0,7.04,3.0,4.86,4.54,-0.0,NAO
50.0,-4.05,3.0,4.97,-1.04,0.0,SIM
150.0,0.0,3.0,5.62,-0.64,0.02,SIM
200.0,-6.98,0.5,5.5,5.81,-0.01,NAO
200.0,-7.45,0.5,5.45,5.91,0.12,NAO
450.0,-4.0,0.5,6.01,-0.02,0.07,NAO
550.0,-7.87,0.5,6.2,0.25,-0.02,NAO
300.0,-2.98,0.5,6.11,-0.09,-0.05,NAO
400.0,3.0,0.5,0.14,-0.65,-0.65,NAO
500.0,-0.0,3.0,2.36,2.37,0.01,NAO
400.0,-0.0,3.0,2.38,2.38,0.0,NAO
250.0,2.95,3.0,2.49,2.4,0.04,NAO
150.0,4.47,3.0,2.66,2.46,0.1,NAO
650.0,-5.27,3.0,1.55,2.29,0.5,SIM
150.0,-5.46,3.0,1.29,1.75,0.21,NAO
250.0,2.37,3.0,1.17,1.06,-0.0,NAO
200.0,-5.44,3.0,2.4,2.58,-0.07,SIM
200.0,0.51,3.0,1.87,1.83,-0.02,NAO
600.0,-7.75,3.0,6.19,0.43,0.17,NAO
600.0,-6.69,0.5,0.16,0.42,-0.04,NAO
150.0,7.31,3.0,4.03,3.56,-0.14,NAO
150.0,0.48,3.0,3.34,3.41,0.1,NAO
150.0,7.4,3.0,3.87,3.53,-0.0,SIM
150.0,-0.0,3.0,3.38,3.37,-0.01,NAO
350.0,-3.89,3.0,4.9,5.41,0.33,NAO
600.0,1.92,0.5,2.16,2.77,0.7,NAO
250.0,2.34,3.0,5.09,4.99,0.01,NAO
300.0,0.0,3.0,5.57,5.58,0.01,NAO
150.0,-0.72,0.5,2.34,2.17,-0.22,NAO
650.0,-1.81,0.5,1.65,2.42,0.69,NAO
200.0,3.79,0.5,2.51,2.1,-0.24,NAO
500.0,6.33,3.0,2.5,2.22,0.01,NAO
400.0,4.49,3.0,2.07,1.93,0.06,NAO
100.0,-7.48,0.5,1.88,2.28,-0.1,SIM
650.0,7.85,3.0,2.58,2.24,0.02,NAO
50.0,-0.0,3.0,4.82,-1.23,0.23,SIM
100.0,3.78,3.0,5.75,-0.87,-0.08,NAO
50.0,0.0,3.0,4.25,4.19,-0.06,SIM
50.0,-0.31,3.0,4.65,4.4,-0.27,SIM
450.0,-0.0,3.0,0.64,0.81,0.17,NAO
800.0,-0.97,0.5,0.34,1.19,0.81,NAO
500.0,-7.58,3.0,0.55,0.72,-0.17,NAO
400.0,-7.59,3.0,0.75,1.2,0.1,SIM
450.0,-7.93,3.0,0.81,0.99,-0.18,SIM
250.0,6.3,3.0,0.99,1.01,0.31,NAO
700.0,4.42,0.5,0.41,1.19,0.98,NAO
650.0,5.76,0.5,0.96,1.19,0.49,NAO
550.0,0.84,3.0,1.14,1.1,-0.0,NAO
150.0,-7.91,0.5,5.86,-0.15,-0.09,NAO
600.0,-3.09,3.0,0.98,1.09,-0.03,NAO
600.0,-2.99,3.0,0.98,1.09,-0.03,NAO
500.0,0.0,3.0,0.24,0.24,0.0,NAO
500.0,-0.64,3.0,0.97,0.44,-0.56,NAO
500.0,-6.98,3.0,0.33,0.48,-0.17,SIM
500.0,-3.86,3.0,0.05,0.5,0.27,NAO
150.0,5.75,0.5,4.78,4.3,-0.1,NAO
600.0,1.51,3.0,2.4,2.75,0.42,SIM
100.0,-1.49,3.0,0.69,0.8,0.01,SIM
150.0,-6.52,3.0,0.27,0.53,-0.17,NAO
150.0,6.68,3.0,1.06,0.77,0.01,NAO
150.0,1.21,3.0,0.81,0.75,-0.01,NAO
100.0,5.65,3.0,0.61,0.32,0.09,NAO
250.0,1.16,3.0,1.22,7.46,0.01,NAO
50.0,0.0,3.0,3.89,3.9,0.01,SIM
50.0,0.0,3.0,3.98,3.97,-0.01,SIM
50.0,-5.47,3.0,3.54,3.96,0.06,SIM
100.0,-4.56,3.0,3.63,3.85,-0.08,SIM
250.0,4.82,3.0,4.41,4.17,-0.02,NAO
300.0,7.74,3.0,4.44,4.11,0.02,SIM
500.0,0.93,3.0,3.96,3.96,0.04,NAO
100.0,-0.68,0.5,3.88,3.96,0.03,SIM
150.0,-0.46,0.5,3.15,3.17,-0.01,SIM
150.0,-1.3,0.5,4.04,4.12,0.02,NAO
650.0,2.12,3.0,1.68,1.58,-0.0,NAO
750.0,-2.87,3.0,1.51,2.28,0.64,NAO
650.0,6.0,3.0,2.54,2.27,0.0,NAO
750.0,-1.73,3.0,1.67,2.2,0.45,NAO
350.0,3.87,3.0,2.66,2.39,-0.09,NAO
500.0,-1.82,3.0,2.06,2.22,0.08,NAO
150.0,3.92,3.0,2.27,2.13,0.12,NAO
250.0,-1.04,3.0,2.39,2.36,-0.08,SIM
600.0,-0.49,3.0,1.17,1.23,0.04,NAO
100.0,-7.79,0.5,4.48,4.94,-0.06,NAO
400.0,-0.22,3.0,1.24,1.23,-0.02,NAO
300.0,7.96,3.0,1.69,1.34,0.01,NAO
200.0,3.85,3.0,1.29,1.17,0.05,NAO
150.0,-1.15,3.0,1.3,1.36,-0.02,SIM
300.0,-1.21,3.0,4.59,4.56,-0.09,NAO
150.0,0.99,3.0,5.13,5.05,-0.01,NAO
500.0,7.71,3.0,5.36,-1.64,-0.37,NAO
200.0,-0.0,3.0,4.64,4.65,0.01,NAO
150.0,-2.0,3.0,4.21,4.47,0.13,SIM
150.0,-4.75,3.0,3.78,3.99,-0.01,NAO
250.0,-0.16,3.0,3.25,3.22,-0.04,SIM
200.0,-0.76,3.0,3.2,3.04,-0.19,NAO
750.0,1.01,3.0,1.36,1.35,0.04,SIM
700.0,-3.98,3.0,1.19,1.33,-0.04,NAO
700.0,5.51,3.0,1.5,1.28,0.03,NAO
200.0,0.03,3.0,2.02,1.93,-0.09,SIM
550.0,7.23,0.5,4.88,4.61,0.06,NAO
550.0,7.98,3.0,4.85,4.52,0.03,NAO
650.0,7.92,3.0,4.47,4.13,0.02,SIM
350.0,-6.89,3.0,4.51,4.76,-0.06,SIM
450.0,7.78,3.0,5.15,4.82,0.02,NAO
650.0,-3.6,0.5,3.78,3.9,-0.04,NAO
150.0,-1.92,0.5,5.09,-1.11,-0.04,SIM
150.0,3.59,0.5,5.5,5.17,-0.17,NAO
150.0,6.95,0.5,5.55,5.23,-0.0,SIM
650.0,1.85,0.5,4.74,4.56,-0.1,NAO
700.0,7.97,0.5,4.71,4.37,0.02,NAO
750.0,7.73,0.5,4.45,4.12,0.02,SIM
700.0,0.92,0.5,3.91,3.92,0.05,NAO
200.0,-2.63,3.0,4.41,-1.76,-0.01,NAO
700.0,-6.33,0.5,5.08,5.37,0.0,NAO
400.0,0.74,3.0,4.65,4.62,0.0,NAO
200.0,0.96,3.0,6.23,-0.12,-0.02,SIM
150.0,-5.28,3.0,5.13,-0.72,0.08,NAO
600.0,7.84,3.0,4.37,5.56,1.55,NAO
550.0,7.81,3.0,6.15,5.79,-0.01,NAO
650.0,-7.82,3.0,4.92,5.27,-0.01,NAO
650.0,-1.77,3.0,5.1,5.28,0.1,NAO
550.0,-7.96,3.0,4.12,4.48,-0.0,NAO
300.0,-3.2,3.0,3.97,4.07,-0.05,NAO
150.0,3.72,3.0,2.54,2.33,0.04,SIM
650.0,-4.06,3.0,4.33,4.18,-0.33,NAO
150.0,5.4,3.0,0.86,0.45,-0.05,NAO
150.0,0.0,3.0,0.46,0.42,-0.04,NAO
150.0,7.95,3.0,4.87,4.6,0.26,SIM
150.0,1.49,3.0,5.3,-0.97,0.11,NAO
200.0,-0.0,3.0,1.03,0.97,-0.06,SIM
150.0,0.68,3.0,1.18,1.15,0.0,SIM
100.0,4.08,3.0,0.44,0.27,0.1,SIM
100.0,-1.99,3.0,2.11,2.26,0.02,SIM
150.0,0.0,3.0,1.53,1.49,-0.04,NAO
150.0,6.08,3.0,2.41,2.06,-0.07,NAO
100.0,-2.12,3.0,0.88,1.01,-0.01,SIM
700.0,-6.23,0.5,5.18,5.39,-0.07,NAO
600.0,6.28,3.0,5.67,5.38,-0.0,NAO
450.0,6.99,3.0,5.53,5.22,0.01,NAO
750.0,0.0,0.5,5.78,5.46,-0.32,NAO
550.0,7.2,0.5,6.12,5.8,0.01,NAO
150.0,-2.25,3.0,5.87,5.92,-0.05,NAO
150.0,-5.9,3.0,6.24,0.31,-0.04,NAO
200.0,-6.25,3.0,5.82,-0.15,0.03,NAO
300.0,0.18,3.0,6.14,-0.15,0.0,NAO
150.0,0.05,3.0,1.24,1.31,0.07,NAO
150.0,5.75,3.0,2.29,2.29,0.26,NAO
250.0,-6.22,3.0,1.21,0.9,-0.59,NAO
250.0,5.85,3.0,1.51,0.82,-0.42,NAO
